InSeason,SeasonNumber,ApostleNumber,ApostleName,BirthDate,CallDate,DeathDate,CoverageStartDate,CoverageEndDate,ApostlePortraitURL,StoryImageURL,StoryDate,StoryDescription,ThreadReaderURL,ThreadLink
0,8,80,Bruce R. McConkie,1915-07-29,1972-10-12,1985-04-19,2023-05-28,2023-06-03,https://upload.wikimedia.org/wikipedia/commons/thumb/3/35/Bruce_R._McConkie2.jpg/250px-Bruce_R._McConkie2.jpg,No Image,2023-05-30,Laying the foundation for Book of Mormon study,https://threadreaderapp.com/thread/1663625079912271872.html,https://twitter.com/actsofapostles_/status/1663625079912271872
0,8,80,Bruce R. McConkie,1915-07-29,1972-10-12,1985-04-19,2023-05-28,2023-06-03,https://upload.wikimedia.org/wikipedia/commons/thumb/3/35/Bruce_R._McConkie2.jpg/250px-Bruce_R._McConkie2.jpg,No Image,2023-05-30,Letting the principle stand,https://threadreaderapp.com/thread/1663622673157754880.html,https://twitter.com/actsofapostles_/status/1663622673157754880
0,8,80,Bruce R. McConkie,1915-07-29,1972-10-12,1985-04-19,2023-05-28,2023-06-03,https://upload.wikimedia.org/wikipedia/commons/thumb/3/35/Bruce_R._McConkie2.jpg/250px-Bruce_R._McConkie2.jpg,No Image,2023-05-30,Prayers for his sons and daughters,https://threadreaderapp.com/thread/1663597739702362114.html,https://twitter.com/actsofapostles_/status/1663597739702362114
0,8,80,Bruce R. McConkie,1915-07-29,1972-10-12,1985-04-19,2023-05-28,2023-06-03,https://upload.wikimedia.org/wikipedia/commons/thumb/3/35/Bruce_R._McConkie2.jpg/250px-Bruce_R._McConkie2.jpg,No Image,2023-05-31,"""I, however, heard the twelfth name. It was mine""",https://threadreaderapp.com/thread/1663939075487989765.html,https://twitter.com/actsofapostles_/status/1663939075487989765
0,8,80,Bruce R. McConkie,1915-07-29,1972-10-12,1985-04-19,2023-05-28,2023-06-03,https://upload.wikimedia.org/wikipedia/commons/thumb/3/35/Bruce_R._McConkie2.jpg/250px-Bruce_R._McConkie2.jpg,No Image,2023-05-31,Holding a prophet's hand when his pulse stopped,https://threadreaderapp.com/thread/1663731261977034752.html,https://twitter.com/actsofapostles_/status/1663731261977034752
0,8,80,Bruce R. McConkie,1915-07-29,1972-10-12,1985-04-19,2023-05-28,2023-06-03,https://upload.wikimedia.org/wikipedia/commons/thumb/3/35/Bruce_R._McConkie2.jpg/250px-Bruce_R._McConkie2.jpg,No Image,2023-05-31,The choice of the Lord and not President Lee,https://threadreaderapp.com/thread/1663968514871554049.html,https://twitter.com/actsofapostles_/status/1663968514871554049
0,8,80,Bruce R. McConkie,1915-07-29,1972-10-12,1985-04-19,2023-05-28,2023-06-03,https://upload.wikimedia.org/wikipedia/commons/thumb/3/35/Bruce_R._McConkie2.jpg/250px-Bruce_R._McConkie2.jpg,No Image,2023-06-01,Blessing others when in his own distress,https://threadreaderapp.com/thread/1664061488238317569.html,https://twitter.com/actsofapostles_/status/1664061488238317569
0,8,80,Bruce R. McConkie,1915-07-29,1972-10-12,1985-04-19,2023-05-28,2023-06-03,https://upload.wikimedia.org/wikipedia/commons/thumb/3/35/Bruce_R._McConkie2.jpg/250px-Bruce_R._McConkie2.jpg,No Image,2023-06-01,Bruce's final testimony (YouTube),,https://www.youtube.com/watch?v=OvEoeoWUVX4
0,8,80,Bruce R. McConkie,1915-07-29,1972-10-12,1985-04-19,2023-05-28,2023-06-03,https://upload.wikimedia.org/wikipedia/commons/thumb/3/35/Bruce_R._McConkie2.jpg/250px-Bruce_R._McConkie2.jpg,No Image,2023-06-01,Giving his final conference address,https://threadreaderapp.com/thread/1664351586431401986.html,https://twitter.com/actsofapostles_/status/1664351586431401986
0,8,80,Bruce R. McConkie,1915-07-29,1972-10-12,1985-04-19,2023-05-28,2023-06-03,https://upload.wikimedia.org/wikipedia/commons/thumb/3/35/Bruce_R._McConkie2.jpg/250px-Bruce_R._McConkie2.jpg,No Image,2023-06-01,"Those who knew him, loved him",https://threadreaderapp.com/thread/1664415803989704704.html,https://twitter.com/actsofapostles_/status/1664415803989704704
0,2,2,David W. Patten,1799-11-14,1835-02-15,1838-10-25,2023-06-03,2023-06-13,,No Image,2023-06-03,Healing of others' mistakes,https://threadreaderapp.com/thread/1665113031871791105.html,https://twitter.com/actsofapostles_/status/1665113031871791105
0,2,2,David W. Patten,1799-11-14,1835-02-15,1838-10-25,2023-06-03,2023-06-13,,No Image,2023-06-03,The first of many recorded healings,https://threadreaderapp.com/thread/1665022209474150400.html,https://twitter.com/actsofapostles_/status/1665022209474150400
0,2,2,David W. Patten,1799-11-14,1835-02-15,1838-10-25,2023-06-03,2023-06-13,,No Image,2023-06-04,"""I asked him if he had any backbone""",https://threadreaderapp.com/thread/1665349675682091009.html,https://twitter.com/actsofapostles_/status/1665349675682091009
0,2,2,David W. Patten,1799-11-14,1835-02-15,1838-10-25,2023-06-03,2023-06-13,,No Image,2023-06-04,"Casting the devil out, body and soul",https://threadreaderapp.com/thread/1665477164819464193.html,https://twitter.com/actsofapostles_/status/1665477164819464193
0,2,2,David W. Patten,1799-11-14,1835-02-15,1838-10-25,2023-06-03,2023-06-13,,No Image,2023-06-05,The settler who thought Patten had a gun,https://threadreaderapp.com/thread/1665736035660341248.html,https://twitter.com/actsofapostles_/status/1665736035660341248
0,2,2,David W. Patten,1799-11-14,1835-02-15,1838-10-25,2023-06-03,2023-06-13,,No Image,2023-06-06,The conversion of Lorenzo Snow,https://threadreaderapp.com/thread/1666182396813905921.html,https://twitter.com/actsofapostles_/status/1666182396813905921
0,2,2,David W. Patten,1799-11-14,1835-02-15,1838-10-25,2023-06-03,2023-06-13,,No Image,2023-06-07,"""Go ahead. Shoot.""",https://threadreaderapp.com/thread/1666555681678430208.html,https://twitter.com/actsofapostles_/status/1666555681678430208
0,2,2,David W. Patten,1799-11-14,1835-02-15,1838-10-25,2023-06-03,2023-06-13,,No Image,2023-06-08,Commanding a storm to cease,https://threadreaderapp.com/thread/1666937480153792513.html,https://twitter.com/actsofapostles_/status/1666937480153792513
0,2,2,David W. Patten,1799-11-14,1835-02-15,1838-10-25,2023-06-03,2023-06-13,,No Image,2023-06-09,Patten asks to be Martyred,https://threadreaderapp.com/thread/1667263848322306048.html,https://twitter.com/actsofapostles_/status/1667263848322306048
0,2,2,David W. Patten,1799-11-14,1835-02-15,1838-10-25,2023-06-03,2023-06-13,,No Image,2023-06-10,Martyred at the Battle of Crooked River,https://threadreaderapp.com/thread/1667623094784253952.html,https://twitter.com/actsofapostles_/status/1667623094784253952
0,2,2,David W. Patten,1799-11-14,1835-02-15,1838-10-25,2023-06-03,2023-06-13,,No Image,2023-06-11,The last hours of Patten's life,https://threadreaderapp.com/thread/1667911121595150337.html,https://twitter.com/actsofapostles_/status/1667911121595150337
0,2,2,David W. Patten,1799-11-14,1835-02-15,1838-10-25,2023-06-03,2023-06-13,,No Image,2023-06-12,"""He has laid down his life for his friends""",https://threadreaderapp.com/thread/1668398288012451842.html,https://twitter.com/actsofapostles_/status/1668398288012451842
0,2,50,James E. Talmage,1862-09-21,1911-12-08,1933-07-27,2023-06-13,2023-06-26,https://upload.wikimedia.org/wikipedia/commons/thumb/1/1c/James_E._Talmage.JPG/250px-James_E._Talmage.JPG,No Image,2023-06-14,An introduction to James E. Talmage,https://threadreaderapp.com/thread/1668774244485042177.html,https://twitter.com/actsofapostles_/status/1668774244485042177
0,2,50,James E. Talmage,1862-09-21,1911-12-08,1933-07-27,2023-06-13,2023-06-26,https://upload.wikimedia.org/wikipedia/commons/thumb/1/1c/James_E._Talmage.JPG/250px-James_E._Talmage.JPG,No Image,2023-06-14,Seeking baptism in defiance of unearthly noise,https://threadreaderapp.com/thread/1669131559063126016.html,https://twitter.com/actsofapostles_/status/1669131559063126016
0,2,50,James E. Talmage,1862-09-21,1911-12-08,1933-07-27,2023-06-13,2023-06-26,https://upload.wikimedia.org/wikipedia/commons/thumb/1/1c/James_E._Talmage.JPG/250px-James_E._Talmage.JPG,No Image,2023-06-15,Visiting an old schoolmaster,https://threadreaderapp.com/thread/1669455465288462336.html,https://twitter.com/actsofapostles_/status/1669455465288462336
0,2,50,James E. Talmage,1862-09-21,1911-12-08,1933-07-27,2023-06-13,2023-06-26,https://upload.wikimedia.org/wikipedia/commons/thumb/1/1c/James_E._Talmage.JPG/250px-James_E._Talmage.JPG,No Image,2023-06-17,A controlled explosion of interest,https://threadreaderapp.com/thread/1669895597158170624.html,https://twitter.com/actsofapostles_/status/1669895597158170624
0,2,50,James E. Talmage,1862-09-21,1911-12-08,1933-07-27,2023-06-13,2023-06-26,https://upload.wikimedia.org/wikipedia/commons/thumb/1/1c/James_E._Talmage.JPG/250px-James_E._Talmage.JPG,No Image,2023-06-17,Pursuing the torture of mathematical training,https://threadreaderapp.com/thread/1670101832268652544.html,https://twitter.com/actsofapostles_/status/1670101832268652544
0,2,50,James E. Talmage,1862-09-21,1911-12-08,1933-07-27,2023-06-13,2023-06-26,https://upload.wikimedia.org/wikipedia/commons/thumb/1/1c/James_E._Talmage.JPG/250px-James_E._Talmage.JPG,No Image,2023-06-18,Quieting schoolmates with Pascal's wager,https://threadreaderapp.com/thread/1670434309944262658.html,https://twitter.com/actsofapostles_/status/1670434309944262658
0,2,50,James E. Talmage,1862-09-21,1911-12-08,1933-07-27,2023-06-13,2023-06-26,https://upload.wikimedia.org/wikipedia/commons/thumb/1/1c/James_E._Talmage.JPG/250px-James_E._Talmage.JPG,No Image,2023-06-21,Ministering to a family with diptheria,https://threadreaderapp.com/thread/1671653809037393920.html,https://twitter.com/actsofapostles_/status/1671653809037393920
0,2,50,James E. Talmage,1862-09-21,1911-12-08,1933-07-27,2023-06-13,2023-06-26,https://upload.wikimedia.org/wikipedia/commons/thumb/1/1c/James_E._Talmage.JPG/250px-James_E._Talmage.JPG,No Image,2023-06-22,The Parable of Talmage and his Bike,https://threadreaderapp.com/thread/1672005549733584896.html,https://twitter.com/actsofapostles_/status/1672005549733584896
0,2,50,James E. Talmage,1862-09-21,1911-12-08,1933-07-27,2023-06-13,2023-06-26,https://upload.wikimedia.org/wikipedia/commons/thumb/1/1c/James_E._Talmage.JPG/250px-James_E._Talmage.JPG,No Image,2023-06-23,Solving anti-Mormonism in Britain,https://threadreaderapp.com/thread/1672374123853672448.html,https://twitter.com/actsofapostles_/status/1672374123853672448
0,2,50,James E. Talmage,1862-09-21,1911-12-08,1933-07-27,2023-06-13,2023-06-26,https://upload.wikimedia.org/wikipedia/commons/thumb/1/1c/James_E._Talmage.JPG/250px-James_E._Talmage.JPG,No Image,2023-06-24,Talmage quits golf while he's ahead,https://threadreaderapp.com/thread/1672732467764289536.html,https://twitter.com/actsofapostles_/status/1672732467764289536
0,2,50,James E. Talmage,1862-09-21,1911-12-08,1933-07-27,2023-06-13,2023-06-26,https://upload.wikimedia.org/wikipedia/commons/thumb/1/1c/James_E._Talmage.JPG/250px-James_E._Talmage.JPG,No Image,2023-06-25,"Fatal strep throat, and room for every truth",https://threadreaderapp.com/thread/1673116982118617088.html,https://twitter.com/actsofapostles_/status/1673116982118617088
0,6,16,George A. Smith,1817-06-26,1839-04-26,1875-09-01,2023-06-26,2023-07-06,https://upload.wikimedia.org/wikipedia/commons/thumb/e/ee/GeorgeAlbertSmith.jpg/250px-GeorgeAlbertSmith.jpg,No Image,2023-06-26,An Introduction to George A. Smith,https://threadreaderapp.com/thread/1673458653150711809.html,https://twitter.com/actsofapostles_/status/1673458653150711809
0,6,16,George A. Smith,1817-06-26,1839-04-26,1875-09-01,2023-06-26,2023-07-06,https://upload.wikimedia.org/wikipedia/commons/thumb/e/ee/GeorgeAlbertSmith.jpg/250px-GeorgeAlbertSmith.jpg,No Image,2023-06-27,Rumors of his death were much exaggerated,https://threadreaderapp.com/thread/1673804384667586560.html,https://twitter.com/actsofapostles_/status/1673804384667586560
0,6,16,George A. Smith,1817-06-26,1839-04-26,1875-09-01,2023-06-26,2023-07-06,https://upload.wikimedia.org/wikipedia/commons/thumb/e/ee/GeorgeAlbertSmith.jpg/250px-GeorgeAlbertSmith.jpg,No Image,2023-06-28,Seeking--and being unconvinced by--miracles,https://threadreaderapp.com/thread/1674187334064148483.html,https://twitter.com/actsofapostles_/status/1674187334064148483
0,6,16,George A. Smith,1817-06-26,1839-04-26,1875-09-01,2023-06-26,2023-07-06,https://upload.wikimedia.org/wikipedia/commons/thumb/e/ee/GeorgeAlbertSmith.jpg/250px-GeorgeAlbertSmith.jpg,No Image,2023-06-30,"""What I do not know, I let alone.""",https://threadreaderapp.com/thread/1674882773163868160.html,https://twitter.com/actsofapostles_/status/1674882773163868160
0,6,16,George A. Smith,1817-06-26,1839-04-26,1875-09-01,2023-06-26,2023-07-06,https://upload.wikimedia.org/wikipedia/commons/thumb/e/ee/GeorgeAlbertSmith.jpg/250px-GeorgeAlbertSmith.jpg,No Image,2023-07-01,Lessons from Joseph and Brigham,https://threadreaderapp.com/thread/1675213888860884992.html,https://twitter.com/actsofapostles_/status/1675213888860884992
0,6,16,George A. Smith,1817-06-26,1839-04-26,1875-09-01,2023-06-26,2023-07-06,https://upload.wikimedia.org/wikipedia/commons/thumb/e/ee/GeorgeAlbertSmith.jpg/250px-GeorgeAlbertSmith.jpg,No Image,2023-07-02,George's opinion of W. W. Phelps,https://threadreaderapp.com/thread/1675478156680253440.html,https://twitter.com/actsofapostles_/status/1675478156680253440
0,6,16,George A. Smith,1817-06-26,1839-04-26,1875-09-01,2023-06-26,2023-07-06,https://upload.wikimedia.org/wikipedia/commons/thumb/e/ee/GeorgeAlbertSmith.jpg/250px-GeorgeAlbertSmith.jpg,No Image,2023-07-03,A short prayer and a shorter sermon,https://threadreaderapp.com/thread/1675895615694454784.html,https://twitter.com/actsofapostles_/status/1675895615694454784
0,6,16,George A. Smith,1817-06-26,1839-04-26,1875-09-01,2023-06-26,2023-07-06,https://upload.wikimedia.org/wikipedia/commons/thumb/e/ee/GeorgeAlbertSmith.jpg/250px-GeorgeAlbertSmith.jpg,No Image,2023-07-04,"""I heard you called me a big, lazy lout""",https://threadreaderapp.com/thread/1676311181764747264.html,https://twitter.com/actsofapostles_/status/1676311181764747264
0,6,16,George A. Smith,1817-06-26,1839-04-26,1875-09-01,2023-06-26,2023-07-06,https://upload.wikimedia.org/wikipedia/commons/thumb/e/ee/GeorgeAlbertSmith.jpg/250px-GeorgeAlbertSmith.jpg,No Image,2023-07-05,Visits to Old and New Jerusalem,https://threadreaderapp.com/thread/1676619983361814528.html,https://twitter.com/actsofapostles_/status/1676619983361814528
0,9,31,John Henry Smith,1848-09-18,1880-10-27,1911-10-13,2023-07-06,2023-07-14,https://upload.wikimedia.org/wikipedia/commons/c/c8/John_Henry_Smith.jpg,No Image,2023-07-06,An introduction to John Henry Smith,https://threadreaderapp.com/thread/1677013074157654016.html,https://twitter.com/actsofapostles_/status/1677013074157654016
0,9,31,John Henry Smith,1848-09-18,1880-10-27,1911-10-13,2023-07-06,2023-07-14,https://upload.wikimedia.org/wikipedia/commons/c/c8/John_Henry_Smith.jpg,No Image,2023-07-07,Bodily thrown to shore by a prayer,https://threadreaderapp.com/thread/1677340074567147521.html,https://twitter.com/actsofapostles_/status/1677340074567147521
0,9,31,John Henry Smith,1848-09-18,1880-10-27,1911-10-13,2023-07-06,2023-07-14,https://upload.wikimedia.org/wikipedia/commons/c/c8/John_Henry_Smith.jpg,No Image,2023-07-08,Ordained an apostle by his father's friend,https://threadreaderapp.com/thread/1677756008905711618.html,https://twitter.com/actsofapostles_/status/1677756008905711618
0,9,31,John Henry Smith,1848-09-18,1880-10-27,1911-10-13,2023-07-06,2023-07-14,https://upload.wikimedia.org/wikipedia/commons/c/c8/John_Henry_Smith.jpg,No Image,2023-07-09,The feeding of lost sheep,https://threadreaderapp.com/thread/1678027887402967041.html,https://twitter.com/actsofapostles_/status/1678027887402967041
0,9,31,John Henry Smith,1848-09-18,1880-10-27,1911-10-13,2023-07-06,2023-07-14,https://upload.wikimedia.org/wikipedia/commons/c/c8/John_Henry_Smith.jpg,No Image,2023-07-10,Strict rules against gossipping,https://threadreaderapp.com/thread/1678423954917318662.html,https://twitter.com/actsofapostles_/status/1678423954917318662
0,9,31,John Henry Smith,1848-09-18,1880-10-27,1911-10-13,2023-07-06,2023-07-14,https://upload.wikimedia.org/wikipedia/commons/c/c8/John_Henry_Smith.jpg,No Image,2023-07-11,An example of buggy-riding,https://threadreaderapp.com/thread/1678829171114655744.html,https://twitter.com/actsofapostles_/status/1678829171114655744
0,9,31,John Henry Smith,1848-09-18,1880-10-27,1911-10-13,2023-07-06,2023-07-14,https://upload.wikimedia.org/wikipedia/commons/c/c8/John_Henry_Smith.jpg,No Image,2023-07-12,Wives who got along,https://threadreaderapp.com/thread/1679110500192497664.html,https://twitter.com/actsofapostles_/status/1679110500192497664
0,9,31,John Henry Smith,1848-09-18,1880-10-27,1911-10-13,2023-07-06,2023-07-14,https://upload.wikimedia.org/wikipedia/commons/c/c8/John_Henry_Smith.jpg,No Image,2023-07-13,A father/son apostolic duo,https://threadreaderapp.com/thread/1679565604620242944.html,https://twitter.com/actsofapostles_/status/1679565604620242944
0,6,43,George Albert Smith,1870-04-04,1903-10-08,1951-04-04,2023-07-14,2023-08-12,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a5/George_Albert_Smith.jpg/250px-George_Albert_Smith.jpg,No Image,2023-07-14,An introduction to George Albert Smith,https://threadreaderapp.com/thread/1679897413333688320.html,https://twitter.com/actsofapostles_/status/1679897413333688320
0,6,43,George Albert Smith,1870-04-04,1903-10-08,1951-04-04,2023-07-14,2023-08-12,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a5/George_Albert_Smith.jpg/250px-George_Albert_Smith.jpg,No Image,2023-07-15,Kindness from Brigham Young,https://threadreaderapp.com/thread/1680280692880715778.html,https://twitter.com/actsofapostles_/status/1680280692880715778
0,6,43,George Albert Smith,1870-04-04,1903-10-08,1951-04-04,2023-07-14,2023-08-12,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a5/George_Albert_Smith.jpg/250px-George_Albert_Smith.jpg,No Image,2023-07-16,"A masterpiece of love, plain talk, and magnanimity",https://threadreaderapp.com/thread/1680580004709560322.html,https://twitter.com/actsofapostles_/status/1680580004709560322
0,6,43,George Albert Smith,1870-04-04,1903-10-08,1951-04-04,2023-07-14,2023-08-12,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a5/George_Albert_Smith.jpg/250px-George_Albert_Smith.jpg,No Image,2023-07-17,A momento of splinters,https://threadreaderapp.com/thread/1681014942995222528.html,https://twitter.com/actsofapostles_/status/1681014942995222528
0,6,43,George Albert Smith,1870-04-04,1903-10-08,1951-04-04,2023-07-14,2023-08-12,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a5/George_Albert_Smith.jpg/250px-George_Albert_Smith.jpg,No Image,2023-07-18,"A command to ""Stop!"" above a cliff face",https://threadreaderapp.com/thread/1681382337085595649.html,https://twitter.com/actsofapostles_/status/1681382337085595649
0,6,43,George Albert Smith,1870-04-04,1903-10-08,1951-04-04,2023-07-14,2023-08-12,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a5/George_Albert_Smith.jpg/250px-George_Albert_Smith.jpg,No Image,2023-07-19,"""Wicked men can't sing like angels",https://threadreaderapp.com/thread/1681677693920870402.html,https://twitter.com/actsofapostles_/status/1681677693920870402
0,6,43,George Albert Smith,1870-04-04,1903-10-08,1951-04-04,2023-07-14,2023-08-12,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a5/George_Albert_Smith.jpg/250px-George_Albert_Smith.jpg,No Image,2023-07-20,A lasting friendship with a bitter enemy,https://threadreaderapp.com/thread/1682087039934828544.html,https://twitter.com/actsofapostles_/status/1682087039934828544
0,6,43,George Albert Smith,1870-04-04,1903-10-08,1951-04-04,2023-07-14,2023-08-12,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a5/George_Albert_Smith.jpg/250px-George_Albert_Smith.jpg,No Image,2023-07-21,A series of miraculous births,https://threadreaderapp.com/thread/1682442993780006913.html,https://twitter.com/actsofapostles_/status/1682442993780006913
0,6,43,George Albert Smith,1870-04-04,1903-10-08,1951-04-04,2023-07-14,2023-08-12,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a5/George_Albert_Smith.jpg/250px-George_Albert_Smith.jpg,No Image,2023-07-22,The last one to be notified of his apostleship,https://threadreaderapp.com/thread/1682869327786303489.html,https://twitter.com/actsofapostles_/status/1682869327786303489
0,6,43,George Albert Smith,1870-04-04,1903-10-08,1951-04-04,2023-07-14,2023-08-12,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a5/George_Albert_Smith.jpg/250px-George_Albert_Smith.jpg,No Image,2023-07-24,A visit from a long-dead grandfather,https://threadreaderapp.com/thread/1683572056401772545.html,https://twitter.com/actsofapostles_/status/1683572056401772545
0,6,43,George Albert Smith,1870-04-04,1903-10-08,1951-04-04,2023-07-14,2023-08-12,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a5/George_Albert_Smith.jpg/250px-George_Albert_Smith.jpg,No Image,2023-07-24,The Lord being  unconcerned with idle gossip,https://threadreaderapp.com/thread/1683272528884813824.html,https://twitter.com/actsofapostles_/status/1683272528884813824
0,6,43,George Albert Smith,1870-04-04,1903-10-08,1951-04-04,2023-07-14,2023-08-12,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a5/George_Albert_Smith.jpg/250px-George_Albert_Smith.jpg,No Image,2023-07-25,"""We are asking you to keep all the truth you have""",https://threadreaderapp.com/thread/1683895235133448192.html,https://twitter.com/actsofapostles_/status/1683895235133448192
0,6,43,George Albert Smith,1870-04-04,1903-10-08,1951-04-04,2023-07-14,2023-08-12,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a5/George_Albert_Smith.jpg/250px-George_Albert_Smith.jpg,No Image,2023-07-26,"""We go till we are finished""",https://threadreaderapp.com/thread/1684239950898933760.html,https://twitter.com/actsofapostles_/status/1684239950898933760
0,6,43,George Albert Smith,1870-04-04,1903-10-08,1951-04-04,2023-07-14,2023-08-12,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a5/George_Albert_Smith.jpg/250px-George_Albert_Smith.jpg,No Image,2023-07-27,A close friendship with Teddy Roosevelt,https://threadreaderapp.com/thread/1684634353673068545.html,https://twitter.com/actsofapostles_/status/1684634353673068545
0,6,43,George Albert Smith,1870-04-04,1903-10-08,1951-04-04,2023-07-14,2023-08-12,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a5/George_Albert_Smith.jpg/250px-George_Albert_Smith.jpg,No Image,2023-07-28,All ready to provide aid to Europe,https://threadreaderapp.com/thread/1685044587096883200.html,https://twitter.com/actsofapostles_/status/1685044587096883200
0,6,43,George Albert Smith,1870-04-04,1903-10-08,1951-04-04,2023-07-14,2023-08-12,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a5/George_Albert_Smith.jpg/250px-George_Albert_Smith.jpg,No Image,2023-07-31,Handing his overcoat to a street worker,https://threadreaderapp.com/thread/1686066537978114048.html,https://twitter.com/actsofapostles_/status/1686066537978114048
0,6,43,George Albert Smith,1870-04-04,1903-10-08,1951-04-04,2023-07-14,2023-08-12,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a5/George_Albert_Smith.jpg/250px-George_Albert_Smith.jpg,No Image,2023-08-01,A charitable response to a stolen buggy rope,https://threadreaderapp.com/thread/1686407911441137664.html,https://twitter.com/actsofapostles_/status/1686407911441137664
